2026-08-13 17:48:13,126 | INFO | log_code=qwen3_3_moe.py:587 function=main | Arguments | {'model_path': 'master', 'prompt': 'Explain why the sky is blue in one sentence.', 'max_new_tokens': 4, 'device': 'auto', 'dtype': 'auto', 'temperature': 0.0, 'top_k': 0, 'seed': 42, 'trace_layers': '0,last', 'tensor_values': 6, 'router_rows': 4, 'log_top_tokens': 5, 'log_level': 'INFO', 'log_file': 'qwen3_3_moe_trace.log', 'tiny_random': False}
2026-08-13 17:48:17,827 | INFO | log_code=qwen3_3_moe.py:452 function=log_model_layout | Model | parameters=30532122624 layers=48 hidden=2048 attention_heads=32 kv_heads=4 experts=128 top_k=8
2026-08-13 17:48:17,827 | INFO | log_code=qwen3_3_moe.py:463 function=log_model_layout | Device map | {'model.embed_tokens': 0, 'model.layers.0': 'cpu', 'model.layers.1': 'cpu', 'model.layers.2': 'cpu', 'model.layers.3': 'cpu', 'model.layers.4': 'cpu', 'model.layers.5': 'cpu', 'model.layers.6': 'cpu', 'model.layers.7': 'cpu', 'model.layers.8': 'cpu', 'model.layers.9': 'cpu', 'model.layers.10': 'cpu', 'model.layers.11': 'cpu', 'model.layers.12': 'cpu', 'model.layers.13': 'cpu', 'model.layers.14': 'cpu', 'model.layers.15': 'cpu', 'model.layers.16': 'cpu', 'model.layers.17': 'cpu', 'model.layers.18': 'cpu', 'model.layers.19': 'cpu', 'model.layers.20': 'cpu', 'model.layers.21': 'cpu', 'model.layers.22': 'cpu', 'model.layers.23': 'cpu', 'model.layers.24': 'cpu', 'model.layers.25': 'cpu', 'model.layers.26': 'cpu', 'model.layers.27': 'cpu', 'model.layers.28': 'cpu', 'model.layers.29': 'cpu', 'model.layers.30': 'cpu', 'model.layers.31': 'cpu', 'model.layers.32': 'cpu', 'model.layers.33': 'cpu', 'model.layers.34': 'cpu', 'model.layers.35': 'cpu', 'model.layers.36': 'cpu', 'model.layers.37': 'cpu', 'model.layers.38': 'cpu', 'model.layers.39': 'cpu', 'model.layers.40': 'disk', 'model.layers.41': 'disk', 'model.layers.42': 'disk', 'model.layers.43': 'disk', 'model.layers.44': 'disk', 'model.layers.45': 'disk', 'model.layers.46': 'disk', 'model.layers.47': 'disk', 'model.norm': 'disk', 'model.rotary_emb': 'disk', 'lm_head': 'disk'}
2026-08-13 17:48:17,835 | INFO | log_code=qwen3_3_moe.py:234 function=install | Tracing layers: [0, 47]
2026-08-13 17:48:17,836 | INFO | log_code=qwen3_3_moe.py:518 function=run_generation | Prompt | 'Explain why the sky is blue in one sentence.'
2026-08-13 17:48:17,836 | INFO | log_code=qwen3_3_moe.py:519 function=run_generation | Prompt input_ids | [[840, 20772, 3170, 279, 12884, 374, 6303, 304, 825, 11652, 13]]
2026-08-13 17:48:17,836 | INFO | log_code=qwen3_3_moe.py:520 function=run_generation | Prompt tokens | ['Ex', 'plain', 'Ġwhy', 'Ġthe', 'Ġsky', 'Ġis', 'Ġblue', 'Ġin', 'Ġone', 'Ġsentence', '.']
2026-08-13 17:48:17,836 | INFO | log_code=qwen3_3_moe.py:529 function=run_generation | STEP 0 BEGIN | phase=prefill input_shape=(1, 11) attention_mask_shape=(1, 11) cache_before=0
2026-08-13 17:48:26,195 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:358 function=Qwen3MoeDecoderLayer.forward | variable=layer[0].post_attention_norm | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-1.97656 max=2.57812 mean=-0.00497758 std=0.182718 sample=[-0.296875, 0.318359375, 0.193359375, 0.259765625, 0.26171875, -0.0693359375]
2026-08-13 17:48:26,196 | INFO | log_code=qwen3_3_moe.py:363 function=hook | model_code=modeling_qwen3_moe.py:231 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[0].router_logits | shape=(1, 128) dtype=torch.bfloat16 device=cuda:0 min=-8.4375 max=-2.35938 mean=-5.07605 std=0.974911 sample=[-4.375, -6.0, -5.21875, -4.84375, -4.46875, -5.25]
2026-08-13 17:48:26,196 | INFO | log_code=qwen3_3_moe.py:369 function=hook | model_code=modeling_qwen3_moe.py:234 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[0].selected_experts_last_1 | [[28, 87, 64, 33, 124, 44, 91, 68]]
2026-08-13 17:48:26,196 | INFO | log_code=qwen3_3_moe.py:376 function=hook | model_code=modeling_qwen3_moe.py:234 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[0].routing_weights_last_1 | [[0.23019719123840332, 0.21289758384227753, 0.15334439277648926, 0.1121891438961029, 0.10375799983739853, 0.07473408430814743, 0.05820296332240105, 0.05467662215232849]]
2026-08-13 17:48:26,196 | INFO | log_code=qwen3_3_moe.py:383 function=hook | model_code=modeling_qwen3_moe.py:249 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[0].expert_load | [(28, 1), (33, 1), (44, 1), (64, 1), (68, 1), (87, 1), (91, 1), (124, 1)]
2026-08-13 17:48:26,214 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:263 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[0].mlp_output | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-0.308594 max=0.111328 mean=-6.29683e-05 std=0.0196013 sample=[-0.04541015625, 0.048583984375, -0.01531982421875, 0.00469970703125, -0.0196533203125, 0.00640869140625]
2026-08-13 17:48:26,214 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:363 function=Qwen3MoeDecoderLayer.forward | variable=layer[0].output | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-1.08594 max=0.439453 mean=-0.00104915 std=0.0450305 sample=[-0.09814453125, 0.1044921875, 0.015869140625, 0.04150390625, 0.0159912109375, -0.0067138671875]
2026-08-13 17:48:27,625 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:342 function=Qwen3MoeDecoderLayer.forward | variable=layer[47].input_norm | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-18.875 max=14.625 mean=-0.0143127 std=0.990229 sample=[-1.234375, 0.63671875, -0.12890625, -0.296875, -0.1611328125, -0.51171875]
2026-08-13 17:48:27,629 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:164 function=Qwen3MoeAttention.forward | variable=layer[47].q_proj | shape=(1, 1, 4096) dtype=torch.bfloat16 device=cuda:0 min=-12.1875 max=11.1875 mean=-0.00449636 std=1.97282 sample=[0.57421875, -1.0390625, 0.291015625, -2.140625, 0.51171875, 5.6875]
2026-08-13 17:48:27,631 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:164 function=Qwen3MoeAttention.forward | variable=layer[47].q_norm | shape=(1, 1, 32, 128) dtype=torch.bfloat16 device=cuda:0 min=-23.375 max=31.625 mean=0.0544304 std=1.96693 sample=[0.466796875, -0.5390625, 0.185546875, -1.2890625, 0.345703125, -0.0294189453125]
2026-08-13 17:48:27,632 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:165 function=Qwen3MoeAttention.forward | variable=layer[47].k_proj | shape=(1, 1, 512) dtype=torch.bfloat16 device=cuda:0 min=-4.875 max=4.875 mean=0.0657961 std=1.24578 sample=[-0.490234375, -0.0439453125, 0.46484375, -0.298828125, 0.107421875, 2.625]
2026-08-13 17:48:27,634 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:165 function=Qwen3MoeAttention.forward | variable=layer[47].k_norm | shape=(1, 1, 4, 128) dtype=torch.bfloat16 device=cuda:0 min=-10.75 max=19.625 mean=0.118268 std=2.11299 sample=[-0.453125, -0.072265625, 0.26171875, -0.486328125, 0.130859375, 0.0169677734375]
2026-08-13 17:48:27,636 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:166 function=Qwen3MoeAttention.forward | variable=layer[47].v_proj | shape=(1, 1, 512) dtype=torch.bfloat16 device=cuda:0 min=-2.09375 max=5.09375 mean=0.0535129 std=0.810382 sample=[0.00128173828125, -1.5390625, 0.87890625, -0.1337890625, -0.625, 0.99609375]
2026-08-13 17:48:27,640 | INFO | log_code=qwen3_3_moe.py:293 function=hook | model_code=modeling_qwen3_moe.py:465 function=Qwen3MoeModel.forward | variable=layer[47].cache_position | shape=(1,) dtype=torch.int64 device=cuda:0 min=12 max=12 sample=[12]
2026-08-13 17:48:27,640 | INFO | log_code=qwen3_3_moe.py:300 function=hook | model_code=modeling_qwen3_moe.py:472 function=Qwen3MoeModel.forward | variable=layer[47].causal_mask | shape=(1, 1, 1, 13) dtype=torch.bfloat16 device=cuda:0 min=0 max=0 mean=0 std=0 sample=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2026-08-13 17:48:27,640 | INFO | log_code=qwen3_3_moe.py:310 function=hook | model_code=modeling_qwen3_moe.py:174 function=Qwen3MoeAttention.forward | variable=layer[47].kv_cache_after_attention | sequence_length=13
2026-08-13 17:48:27,641 | INFO | log_code=qwen3_3_moe.py:319 function=hook | model_code=modeling_qwen3_moe.py:174 function=Qwen3MoeAttention.forward | variable=layer[47].k_cache_after_rope | shape=(1, 4, 13, 128) dtype=torch.bfloat16 device=cuda:0 min=-10.75 max=19.625 mean=0.107414 std=1.85039 sample=[0.01116943359375, -0.01226806640625, -0.0208740234375, -0.00677490234375, -0.0303955078125, 0.020263671875]
2026-08-13 17:48:27,641 | INFO | log_code=qwen3_3_moe.py:325 function=hook | model_code=modeling_qwen3_moe.py:174 function=Qwen3MoeAttention.forward | variable=layer[47].v_cache | shape=(1, 4, 13, 128) dtype=torch.bfloat16 device=cuda:0 min=-8.3125 max=6 mean=0.0195518 std=0.70335 sample=[0.026123046875, 0.197265625, 0.0751953125, -0.0257568359375, -0.0498046875, -0.0106201171875]
2026-08-13 17:48:27,641 | INFO | log_code=qwen3_3_moe.py:333 function=hook | model_code=modeling_qwen3_moe.py:193 function=Qwen3MoeAttention.forward | variable=layer[47].attention_output | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-47.25 max=3.48438 mean=-0.0278273 std=1.22721 sample=[0.44140625, -1.1328125, 0.5859375, 0.427734375, 0.059814453125, -0.412109375]
2026-08-13 17:48:27,641 | INFO | log_code=qwen3_3_moe.py:340 function=hook | model_code=modeling_qwen3_moe.py:114 function=eager_attention_forward | variable=layer[47].attention_weights | shape=(1, 32, 1, 13) dtype=torch.bfloat16 device=cuda:0 min=1.98185e-06 max=0.976562 mean=0.0769111 std=0.196927 sample=[0.7421875, 0.0033721923828125, 0.00640869140625, 0.00531005859375, 0.0062255859375, 0.015380859375]
2026-08-13 17:48:27,642 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:358 function=Qwen3MoeDecoderLayer.forward | variable=layer[47].post_attention_norm | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-13.6875 max=27.875 mean=0.016866 std=1.31736 sample=[-1.5625, 0.11279296875, 0.05810546875, -0.52734375, -0.337890625, -1.1640625]
2026-08-13 17:48:27,644 | INFO | log_code=qwen3_3_moe.py:363 function=hook | model_code=modeling_qwen3_moe.py:231 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[47].router_logits | shape=(1, 128) dtype=torch.bfloat16 device=cuda:0 min=-10.1875 max=-2.25 mean=-6.23999 std=1.53626 sample=[-5.84375, -9.3125, -7.09375, -6.75, -7.15625, -8.625]
2026-08-13 17:48:27,644 | INFO | log_code=qwen3_3_moe.py:369 function=hook | model_code=modeling_qwen3_moe.py:234 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[47].selected_experts_last_1 | [[52, 35, 111, 95, 127, 108, 121, 59]]
2026-08-13 17:48:27,644 | INFO | log_code=qwen3_3_moe.py:376 function=hook | model_code=modeling_qwen3_moe.py:234 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[47].routing_weights_last_1 | [[0.24506059288978577, 0.14633236825466156, 0.127135768532753, 0.127135768532753, 0.10874497890472412, 0.09015276283025742, 0.07832606881856918, 0.07711173593997955]]
2026-08-13 17:48:27,644 | INFO | log_code=qwen3_3_moe.py:383 function=hook | model_code=modeling_qwen3_moe.py:249 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[47].expert_load | [(35, 1), (52, 1), (59, 1), (95, 1), (108, 1), (111, 1), (121, 1), (127, 1)]
2026-08-13 17:48:27,677 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:263 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[47].mlp_output | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-15.75 max=15.5 mean=0.0142409 std=1.23079 sample=[-0.20703125, 1.84375, -0.828125, -0.6015625, -0.357421875, -1.03125]
2026-08-13 17:48:27,677 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:363 function=Qwen3MoeDecoderLayer.forward | variable=layer[47].output | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-74 max=16.25 mean=-0.0346714 std=2.63489 sample=[-2.71875, 2.0, -0.7421875, -1.421875, -0.8984375, -2.6875]
2026-08-13 17:48:27,678 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:498 function=Qwen3MoeModel.forward | variable=final_norm | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-26.875 max=39 mean=0.0153003 std=2.50242 sample=[-2.53125, 2.03125, -0.8046875, -1.5390625, -1.0078125, -2.890625]
2026-08-13 17:48:27,778 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:665 function=Qwen3MoeForCausalLM.forward | variable=lm_head.logits | shape=(1, 1, 151936) dtype=torch.bfloat16 device=cuda:0 min=-11.9375 max=32.75 mean=-0.17075 std=2.66735 sample=[11.4375, 12.875, 7.0, 8.25, 4.5625, 8.3125]
2026-08-13 17:48:27,779 | INFO | log_code=qwen3_3_moe.py:478 function=log_candidates | Next-token candidates | [{'id': 7952, 'text': ' appears', 'probability': 0.9840028882026672}, {'id': 374, 'text': ' is', 'probability': 0.015904925763607025}, {'id': 4994, 'text': ' appear', 'probability': 3.942436524084769e-05}, {'id': 5868, 'text': ' looks', 'probability': 3.479188308119774e-05}, {'id': 9723, 'text': ' appeared', 'probability': 2.8558918074850226e-06}]
2026-08-13 17:48:27,779 | INFO | log_code=qwen3_3_moe.py:555 function=run_generation | STEP 2 END | generated_id=7952 generated_text=' appears' cache_after=13
2026-08-13 17:48:27,779 | INFO | log_code=qwen3_3_moe.py:529 function=run_generation | STEP 3 BEGIN | phase=decode input_shape=(1, 1) attention_mask_shape=(1, 14) cache_before=13
2026-08-13 17:48:27,779 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:461 function=Qwen3MoeModel.forward | variable=embedding | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-0.0791016 max=0.0766602 mean=9.39672e-06 std=0.0189577 sample=[-0.014892578125, 0.04443359375, -0.0002994537353515625, -0.01287841796875, 0.0157470703125, 0.005950927734375]
2026-08-13 17:48:27,782 | INFO | log_code=qwen3_3_moe.py:269 function=hook | model_code=modeling_qwen3_moe.py:469 function=Qwen3MoeModel.forward | variable=rope.position_ids | shape=(1, 1) dtype=torch.int64 device=cuda:0 min=13 max=13 sample=[13]
2026-08-13 17:48:27,783 | INFO | log_code=qwen3_3_moe.py:274 function=hook | model_code=modeling_qwen3_moe.py:398 function=Qwen3MoeRotaryEmbedding.forward | variable=rope.cos | shape=(1, 1, 128) dtype=torch.bfloat16 device=cuda:0 min=-0.964844 max=1 mean=0.772171 std=0.511378 sample=[0.90625, -0.49609375, -0.5546875, 0.8671875, 0.6953125, -0.291015625]
2026-08-13 17:48:27,783 | INFO | log_code=qwen3_3_moe.py:279 function=hook | model_code=modeling_qwen3_moe.py:399 function=Qwen3MoeRotaryEmbedding.forward | variable=rope.sin | shape=(1, 1, 128) dtype=torch.bfloat16 device=cuda:0 min=-0.957031 max=0.996094 mean=0.11567 std=0.358924 sample=[0.419921875, -0.8671875, 0.83203125, 0.49609375, -0.71875, -0.95703125]
2026-08-13 17:48:27,785 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:342 function=Qwen3MoeDecoderLayer.forward | variable=layer[0].input_norm | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-0.0825195 max=0.11377 mean=8.26941e-05 std=0.00831304 sample=[-0.0004711151123046875, 0.001953125, 1.8358230590820312e-05, 0.00057220458984375, 0.0020904541015625, 0.000518798828125]
2026-08-13 17:48:27,792 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:164 function=Qwen3MoeAttention.forward | variable=layer[0].q_proj | shape=(1, 1, 4096) dtype=torch.bfloat16 device=cuda:0 min=-0.11377 max=0.133789 mean=-0.000135215 std=0.0232846 sample=[0.0125732421875, 0.01507568359375, 0.0091552734375, 0.0067138671875, 0.0111083984375, 0.005126953125]
2026-08-13 17:48:27,793 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:164 function=Qwen3MoeAttention.forward | variable=layer[0].q_norm | shape=(1, 1, 32, 128) dtype=torch.bfloat16 device=cuda:0 min=-8.75 max=11.1875 mean=-0.000107857 std=1.3909 sample=[0.5, 2.671875, 1.1953125, 0.7265625, 1.359375, 0.640625]
2026-08-13 17:48:27,794 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:165 function=Qwen3MoeAttention.forward | variable=layer[0].k_proj | shape=(1, 1, 512) dtype=torch.bfloat16 device=cuda:0 min=-0.0678711 max=0.0678711 mean=0.000572386 std=0.0201162 sample=[0.0189208984375, -0.003875732421875, -0.009033203125, -0.00323486328125, -0.00445556640625, 0.01513671875]
2026-08-13 17:48:27,794 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:165 function=Qwen3MoeAttention.forward | variable=layer[0].k_norm | shape=(1, 1, 4, 128) dtype=torch.bfloat16 device=cuda:0 min=-35.5 max=33.25 mean=0.0603618 std=3.2157 sample=[2.84375, -0.466796875, -0.59765625, -0.16796875, -0.25, 0.875]
2026-08-13 17:48:27,795 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:166 function=Qwen3MoeAttention.forward | variable=layer[0].v_proj | shape=(1, 1, 512) dtype=torch.bfloat16 device=cuda:0 min=-0.0349121 max=0.0373535 mean=-0.000367295 std=0.00877183 sample=[-0.0037841796875, -0.000797271728515625, 0.002288818359375, -0.0025177001953125, -0.002105712890625, -0.002471923828125]
2026-08-13 17:48:27,802 | INFO | log_code=qwen3_3_moe.py:293 function=hook | model_code=modeling_qwen3_moe.py:465 function=Qwen3MoeModel.forward | variable=layer[0].cache_position | shape=(1,) dtype=torch.int64 device=cuda:0 min=13 max=13 sample=[13]
2026-08-13 17:48:27,802 | INFO | log_code=qwen3_3_moe.py:300 function=hook | model_code=modeling_qwen3_moe.py:472 function=Qwen3MoeModel.forward | variable=layer[0].causal_mask | shape=(1, 1, 1, 14) dtype=torch.bfloat16 device=cuda:0 min=0 max=0 mean=0 std=0 sample=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2026-08-13 17:48:27,802 | INFO | log_code=qwen3_3_moe.py:310 function=hook | model_code=modeling_qwen3_moe.py:174 function=Qwen3MoeAttention.forward | variable=layer[0].kv_cache_after_attention | sequence_length=14
2026-08-13 17:48:27,803 | INFO | log_code=qwen3_3_moe.py:319 function=hook | model_code=modeling_qwen3_moe.py:174 function=Qwen3MoeAttention.forward | variable=layer[0].k_cache_after_rope | shape=(1, 4, 14, 128) dtype=torch.bfloat16 device=cuda:0 min=-36.75 max=42 mean=0.0535173 std=3.21129 sample=[1.765625, 0.8671875, 0.4921875, 0.70703125, 0.455078125, -0.09716796875]
2026-08-13 17:48:27,803 | INFO | log_code=qwen3_3_moe.py:325 function=hook | model_code=modeling_qwen3_moe.py:174 function=Qwen3MoeAttention.forward | variable=layer[0].v_cache | shape=(1, 4, 14, 128) dtype=torch.bfloat16 device=cuda:0 min=-0.0517578 max=0.0478516 mean=-9.99283e-05 std=0.00823346 sample=[-0.004425048828125, 0.00408935546875, -0.001129150390625, 0.00070953369140625, -0.000766754150390625, -0.0008697509765625]
2026-08-13 17:48:27,803 | INFO | log_code=qwen3_3_moe.py:333 function=hook | model_code=modeling_qwen3_moe.py:193 function=Qwen3MoeAttention.forward | variable=layer[0].attention_output | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-0.675781 max=0.326172 mean=-0.000355383 std=0.0202294 sample=[0.01300048828125, 0.00555419921875, 0.00830078125, 0.00628662109375, 0.0091552734375, 0.0081787109375]
2026-08-13 17:48:27,803 | INFO | log_code=qwen3_3_moe.py:340 function=hook | model_code=modeling_qwen3_moe.py:114 function=eager_attention_forward | variable=layer[0].attention_weights | shape=(1, 32, 1, 14) dtype=torch.bfloat16 device=cuda:0 min=4.81959e-08 max=0.890625 mean=0.0714087 std=0.123506 sample=[6.771087646484375e-05, 0.291015625, 0.30078125, 0.00016117095947265625, 0.03466796875, 0.06298828125]
2026-08-13 17:48:27,804 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:358 function=Qwen3MoeDecoderLayer.forward | variable=layer[0].post_attention_norm | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-2.4375 max=2.10938 mean=-0.00069821 std=0.184245 sample=[-0.0115966796875, 0.310546875, 0.0537109375, -0.050537109375, 0.1982421875, 0.08203125]
2026-08-13 17:48:27,805 | INFO | log_code=qwen3_3_moe.py:363 function=hook | model_code=modeling_qwen3_moe.py:231 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[0].router_logits | shape=(1, 128) dtype=torch.bfloat16 device=cuda:0 min=-7.28125 max=-2.28125 mean=-5.04529 std=0.868537 sample=[-4.40625, -5.4375, -4.3125, -4.1875, -4.53125, -5.46875]
2026-08-13 17:48:27,805 | INFO | log_code=qwen3_3_moe.py:369 function=hook | model_code=modeling_qwen3_moe.py:234 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[0].selected_experts_last_1 | [[120, 126, 29, 77, 116, 12, 122, 62]]
2026-08-13 17:48:27,805 | INFO | log_code=qwen3_3_moe.py:376 function=hook | model_code=modeling_qwen3_moe.py:234 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[0].routing_weights_last_1 | [[0.23977813124656677, 0.1926671415567398, 0.15481239557266235, 0.1500493288040161, 0.08158040046691895, 0.06353488564491272, 0.060625407844781876, 0.05695229768753052]]
2026-08-13 17:48:27,805 | INFO | log_code=qwen3_3_moe.py:383 function=hook | model_code=modeling_qwen3_moe.py:249 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[0].expert_load | [(12, 1), (29, 1), (62, 1), (77, 1), (116, 1), (120, 1), (122, 1), (126, 1)]
2026-08-13 17:48:27,822 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:263 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[0].mlp_output | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-0.261719 max=0.189453 mean=-0.000219757 std=0.0159142 sample=[-0.00830078125, 0.0128173828125, 0.001953125, -0.0211181640625, -0.00518798828125, -0.0034942626953125]
2026-08-13 17:48:27,823 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:363 function=Qwen3MoeDecoderLayer.forward | variable=layer[0].output | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-0.949219 max=0.554688 mean=-0.000564571 std=0.0378714 sample=[-0.01019287109375, 0.06298828125, 0.00994873046875, -0.0277099609375, 0.019775390625, 0.01068115234375]
2026-08-13 17:48:29,238 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:342 function=Qwen3MoeDecoderLayer.forward | variable=layer[47].input_norm | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-20.125 max=19.125 mean=0.0167613 std=0.968852 sample=[-1.140625, 0.76171875, -0.1318359375, 0.0654296875, 0.185546875, 0.7578125]
2026-08-13 17:48:29,242 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:164 function=Qwen3MoeAttention.forward | variable=layer[47].q_proj | shape=(1, 1, 4096) dtype=torch.bfloat16 device=cuda:0 min=-12.0625 max=10.9375 mean=0.00859189 std=1.91096 sample=[1.3828125, -0.7890625, 0.05419921875, -1.375, 0.98828125, 6.03125]
2026-08-13 17:48:29,244 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:164 function=Qwen3MoeAttention.forward | variable=layer[47].q_norm | shape=(1, 1, 32, 128) dtype=torch.bfloat16 device=cuda:0 min=-24.625 max=32 mean=0.0783079 std=2.05183 sample=[1.328125, -0.484375, 0.040771484375, -0.9765625, 0.7890625, -0.036865234375]
2026-08-13 17:48:29,246 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:165 function=Qwen3MoeAttention.forward | variable=layer[47].k_proj | shape=(1, 1, 512) dtype=torch.bfloat16 device=cuda:0 min=-4.21875 max=5.125 mean=0.0767113 std=1.19139 sample=[-0.57421875, -0.59375, 1.1875, 0.2138671875, 0.283203125, 0.578125]
2026-08-13 17:48:29,247 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:165 function=Qwen3MoeAttention.forward | variable=layer[47].k_norm | shape=(1, 1, 4, 128) dtype=torch.bfloat16 device=cuda:0 min=-12.125 max=20.375 mean=0.134238 std=2.07134 sample=[-0.50390625, -0.921875, 0.62890625, 0.328125, 0.326171875, 0.0035247802734375]
2026-08-13 17:48:29,249 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:166 function=Qwen3MoeAttention.forward | variable=layer[47].v_proj | shape=(1, 1, 512) dtype=torch.bfloat16 device=cuda:0 min=-2.70312 max=5.21875 mean=0.101416 std=0.795697 sample=[0.53515625, 1.2421875, -0.65234375, -0.06494140625, -1.1640625, 1.625]
2026-08-13 17:48:29,253 | INFO | log_code=qwen3_3_moe.py:293 function=hook | model_code=modeling_qwen3_moe.py:465 function=Qwen3MoeModel.forward | variable=layer[47].cache_position | shape=(1,) dtype=torch.int64 device=cuda:0 min=13 max=13 sample=[13]
2026-08-13 17:48:29,253 | INFO | log_code=qwen3_3_moe.py:300 function=hook | model_code=modeling_qwen3_moe.py:472 function=Qwen3MoeModel.forward | variable=layer[47].causal_mask | shape=(1, 1, 1, 14) dtype=torch.bfloat16 device=cuda:0 min=0 max=0 mean=0 std=0 sample=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2026-08-13 17:48:29,254 | INFO | log_code=qwen3_3_moe.py:310 function=hook | model_code=modeling_qwen3_moe.py:174 function=Qwen3MoeAttention.forward | variable=layer[47].kv_cache_after_attention | sequence_length=14
2026-08-13 17:48:29,254 | INFO | log_code=qwen3_3_moe.py:319 function=hook | model_code=modeling_qwen3_moe.py:174 function=Qwen3MoeAttention.forward | variable=layer[47].k_cache_after_rope | shape=(1, 4, 14, 128) dtype=torch.bfloat16 device=cuda:0 min=-12.125 max=20.375 mean=0.111765 std=1.86691 sample=[0.01116943359375, -0.01226806640625, -0.0208740234375, -0.00677490234375, -0.0303955078125, 0.020263671875]
